idx,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5
70,-0.2191200622115128,-0.806372501637626,1.009556187051549,0.32523007892148903,0.05608283932279729
71,-0.43130697819055824,-0.7999851234140192,1.0710036520035422,0.21813744214606443,0.32646844192681646
72,0.018893538795791812,-0.6056184164865627,0.7345882401569979,0.3780681464730338,-0.4881618229913255
73,-0.3594185661478007,-0.49987499486383496,0.8706631324593445,-0.4028867740673027,0.026706390928240595
74,-0.04500290239933109,-0.23392549288180245,-0.4731885690805006,0.41107500613551534,-0.14750893488675412
75,0.039703663817894454,-0.09696472383304831,-0.4661016667097599,-0.4159851091053638,-0.22312889548926687
76,-0.4304404166953295,-0.13292522699773113,-0.3500323110707434,-0.26178522433893053,0.34291993034417284
77,0.061237297439124184,-0.6710288830463315,0.756416111398207,0.357960155945165,-0.449318096155504
78,0.09675331846052543,-0.6033938769263167,0.7651654949110731,-0.05363869147333273,-0.47128358238364726
79,0.1633029521034247,-0.5356102267446295,0.7616048025606126,-0.4551186218785963,-0.5401411498188132
80,-0.38738732726473885,-0.8013369934372264,1.0583762787311748,0.24045652483585667,0.2707045019014749
81,-0.1778453675651079,-0.8076075607960406,0.9975806385355958,0.34602381495933493,0.003436992019073185
82,-0.07462701506891983,-0.811480375690282,0.963289838384533,0.3891394405846793,-0.1381812735855795
83,-0.34643349316135735,-0.561149435771897,0.8860342691377278,-0.3193286387183694,0.0705677586348825
84,-0.029106383357410143,-0.195075884029329,-0.47859066460087735,0.2635881224277836,-0.17949311753929179
85,0.0009011507866643398,-0.16131848284946246,-0.4787104852437931,0.0623909307680062,-0.20817917554590556
86,0.05685143022671949,-0.07451522311636698,-0.4787670219344131,-0.45880774168945865,-0.26730980310408703
87,-0.012090606194098165,-0.16080220410727886,-0.4749779111220958,0.056010116649332045,-0.1917328840590566
88,-0.4306073335389638,-0.15270498611356867,-0.34527496601793284,-0.21771946127909483,0.36098608391265885
89,-0.04130900489811118,-0.21151868686214845,-0.4873550112801152,0.35479551172352325,-0.18861311086572288
90,-0.006452050907660202,-0.16299259021496004,-0.47718088893229554,0.0602427841126115,-0.20231342498971142
91,0.05342146824212347,-0.09503235000367084,-0.478733424712499,-0.3444818259337824,-0.2624983549587595
92,-0.07539113279201698,-0.19941102419825632,-0.48952407893029415,0.47678656439749734,-0.17380854807256507
93,-0.1391707653207006,-0.8086272278712838,0.9823925649088676,0.3566310149968804,-0.05423122923969142
94,0.032272025688032745,0.9331833446443142,0.21038922301913504,0.2339125122454248,-0.2771530221116347
95,0.03269240544829666,0.9330523720913971,0.2102761110697359,0.2339132401756156,-0.27762649950123447
96,0.03892344321690507,0.9245609204730144,0.21304100095247852,0.23135729421351636,-0.27291977816657925
97,0.03635072576143567,0.9277169684989177,0.2121367160342942,0.23227547439352147,-0.2742366814787907
98,0.05550243102467495,0.9029591967151762,0.21766651310055293,0.22685080406322286,-0.2694313487958269
99,0.05375843577618482,0.9064895008379843,0.21816909266942028,0.22611266730504168,-0.26555387248057194
100,0.04174777566335562,0.9211186885105382,0.21401848189665712,0.23035812448203535,-0.2715143222191845
101,0.12971655314577757,-0.5134719484990208,0.7678700673117818,-0.5200307866050192,-0.5089477259329878
102,0.4346264146271241,0.26107147539943104,0.1519613492453283,-0.14010548019117736,0.02283932043660475
103,0.07472788349899354,0.054534638331383715,0.5119969240637425,-0.1692424428676465,0.5409275773061566
104,0.047265467542652054,-0.5970979036360303,0.771488811750722,-0.017035475529190155,-0.42552712628996786
105,0.038543351462095754,0.9336095530177363,0.2059026365151794,0.2250727342737218,-0.2796123661557987
107,0.5452924560993206,-0.2692224369801648,-0.08629582686751733,0.22348305592417958,0.47991078410919547
108,-0.036115467421869406,-0.2302901853705883,-0.49263395779561436,0.44908600011627786,-0.17056042928744078
109,-0.021532965254451305,-0.2314485131762886,-0.4992646858970053,0.450818801876384,-0.19449592386403008
110,0.03777198567695574,-0.032009381559478016,-0.5040194912362479,-0.4645959553342851,-0.29860358876863374
111,-0.051771055822453706,-0.15256927942652146,-0.502121556544521,0.25735628917420333,-0.20475074371238725
112,-0.42391840365585126,-0.1252678625472977,-0.36354029444510283,-0.27844035933398775,0.3323444098195306
113,-0.46122277794770006,-0.09546494633101117,-0.3737420255726574,-0.22030564711672126,0.3271004728165037
114,-0.4400930564009573,-0.07889828606570819,-0.3751842771283311,-0.31715894863653127,0.30581719460024864
115,-0.07690904887059925,-0.18503848343924517,-0.5042630590329464,0.46052372332807046,-0.18399198587675866
116,-0.031708005368115966,-0.11723064283471796,-0.4997434611789919,0.05143541571598666,-0.2214495076944577
117,-0.02796902895642505,-0.11815019361586956,-0.5011999384322231,0.05354389428094173,-0.2278769658077132
118,0.031013002472529427,-0.050502238647688685,-0.502524252113919,-0.35103235408547073,-0.28745361019832616
119,-0.07681245349340757,-0.17628977755740513,-0.501350360649296,0.4084960171086164,-0.18009193337469992
120,-0.0523492552566048,-0.1508347807382264,-0.5026082114635475,0.25758326205125015,-0.20542985316973586
121,-0.4605700676365999,-0.0948450202786717,-0.374475899198785,-0.2199819046963413,0.32489163393236736
124,-0.4103212767621025,0.8802854375697994,0.3570478712238087,0.1587377724896149,0.33443071847141376
126,-0.41554344980496555,0.8860222331611746,0.35525451857057344,0.16072031053691757,0.33150395889358464
127,-0.4185220693196278,0.8870212763152284,0.35436085439444753,0.16226745476930887,0.32892376066225476
128,-0.4193658413401525,0.8887448487050569,0.3540091709804611,0.16245726318133286,0.32871143374884054
129,-0.4275079328060946,0.8993607661426741,0.3511334096107285,0.16522796237119383,0.32487208466401496
130,-0.4311563188081899,0.9058199362894163,0.34974125344254914,0.16616396734327973,0.3238099052100297
131,-0.43204568293430046,0.9062490783806544,0.34946571155509903,0.1666031281463247,0.3230874515859915
132,-0.4330254410021148,0.9081153239685323,0.3490826031562289,0.16683200693845318,0.32284873864391683
133,-0.4365840440809348,0.9098318451606432,0.3479810183279813,0.1685884896979896,0.31996093941941767
134,-0.4360717505735203,0.9118449592410657,0.348016863383685,0.16791631377086277,0.32130263719027413
135,-0.028071636509965428,-0.11730666458837836,-0.5008991498684072,0.05309950153001566,-0.22631015258198056
136,-0.03444977362873636,-0.11711781504896403,-0.49904243383360736,0.04989652110889002,-0.2181612537996276
137,-0.45936725089036434,-0.09623635601083783,-0.37493369744213306,-0.21961594924422362,0.32245264796805095
138,-0.45260559571240727,-0.08810949895409279,-0.37372192649219094,-0.26857482399326504,0.3184956972427582
139,-0.03216519198703082,-0.11809720314827592,-0.4997597465002084,0.05180147037025072,-0.2220324010379988
140,0.12131509103950344,0.9785906525149937,0.2079531293258313,-0.1814284317625624,-0.3422310216105044
141,0.11297819009650897,0.9891985550195952,0.20517637564613506,-0.17868499438497973,-0.3457279646340613
142,0.6465051800559765,0.1013180790826692,0.2158146595701114,-0.35479392417684297,0.9337972914314642
143,0.9198621362143651,0.040878894950601416,0.12447094515860488,0.10880832606528076,0.5726243102380248
144,0.584163649891862,0.05123898679334043,0.22233701567681483,-0.06128422070632605,1.0028462373699514
145,0.4467539844101536,0.0005975656502380414,-0.007427518784983531,-0.1639700377822314,0.9318107571243829
146,0.9568880560501,0.09004780264451391,-0.13197774166009438,-0.559748863597225,0.3048190839145281
147,0.5084252538826641,0.04823316943196179,-0.014029756803829748,-0.456614654515416,0.8610045310300505
148,0.48741236994996706,0.03167131614866189,-0.012646885430532252,-0.3597450026355044,0.8820824501034206
149,0.7817751548668946,-0.012206304967033111,-0.10536988557614266,0.006986608419332396,0.49984395033391443
150,0.7821154405656408,-0.010624142979040085,-0.10537094153411802,0.006505378444876336,0.5007947441645801
151,0.7819591695616462,-0.008469338563055994,-0.10552178109346003,0.0061870614380287545,0.501556703463611
152,1.1283054574408238,0.144937796146108,0.08771772826667092,-0.5034058575244362,0.3300534256654989
153,0.6270910787326336,0.08018383839534024,0.22035349176219235,-0.2602802853836679,0.9632714318338459
155,1.0248925791545722,0.051238957767252916,0.09975560006031978,0.04813364620358871,0.4485332401998636
156,1.0526145896567827,0.05887438995647744,0.09446922650067278,0.00903923694825517,0.416920230361293
157,0.6270806409921139,0.08035260565787666,0.21983232849486203,-0.259834327615043,0.9615349396001144
159,1.0979609696066244,0.13581975561740345,0.09891735142981113,-0.45813650349455437,0.37695008016819587
160,1.128970261331305,0.14310044998872487,0.08740904313381194,-0.5029001751929578,0.3278668429987764
161,1.1254433138557816,0.1489506157349999,0.08678324732078538,-0.5025688956075118,0.3291422597169754
162,1.0123787417393562,0.05560248084145889,0.10214047543721279,0.0454257240264423,0.4609939236042455
163,1.0244566335005727,0.05454570386321703,0.09648755399596505,0.050518802277554516,0.4389923386330878
164,1.0485420562079437,0.062031518035800995,0.09304939728197094,0.010915485676967904,0.4137711620981468
165,0.3296904366533328,0.18655450602693568,0.16424027601474206,0.2970146671854344,0.13740000417450107
167,0.6505578352222811,0.09701584662652757,0.21719702487968,-0.3563591217100978,0.936125635855596
168,0.5875758343055653,0.04635918925693459,0.22359517196349052,-0.062392811752618675,1.0043830343702793
169,1.1288615205605788,0.14493974522412426,0.08786105233013974,-0.5037173596009177,0.33056550040206445
170,0.5843231237139769,0.05037686867814517,0.22243325714527665,-0.061221188085261655,1.0026689101350845
171,1.0944116640199903,0.13982523240322953,0.09790617458276876,-0.45700638559580775,0.37575726488358324
172,1.0820658157607255,0.1052150603548519,0.09389674477566541,-0.24525113808402405,0.38411595990170944
173,0.6344883668736526,0.09282674412359199,0.21737424560057736,-0.3066285613234116,0.947256349943861
174,-0.4665688899876794,-0.09921896355498713,-0.36344562888648985,-0.20197534536947287,0.3287087411647446
176,-0.08602602975449422,-0.18094425157707675,-0.48858572446800963,0.4259946005119138,-0.170359026064248
177,-0.07937934354372013,-0.12692764030479403,-0.4806079937528715,0.10637128026876098,-0.17327568219866177
178,-0.09005908729382739,-0.1789716433066063,-0.4892213209172048,0.42741157042216055,-0.17145426831419092
179,-0.05043449415941817,-0.11924189756663416,-0.486515848643069,0.06744799617917775,-0.20703800967576694
180,-0.03954815033141333,-0.11947089934205377,-0.4899713460393041,0.07243706818218855,-0.22157993549239838
181,-0.09057553478865031,-0.17757299738703383,-0.4886864238746213,0.42675234805005247,-0.16873223963975337
182,-0.007565064200732878,-0.03816145393494108,-0.4824466457306068,-0.39955741371453946,-0.24588288755987722
183,-0.03971364438888153,-0.1180578143493192,-0.4896148134668097,0.07182695854767619,-0.21947475865695412
184,-0.08782606276831437,-0.12712043322170302,-0.477498891857685,0.10276261984136732,-0.1609601460734262
185,-0.3074131865444243,-0.8006511678644287,1.0335221831663957,0.2829618228847752,0.1641003527890523
186,-0.024848930433654087,-0.8091069288934957,0.9515401335326016,0.4253177278728368,-0.19630600761597497
187,-0.3042468634247028,-0.8007465284365314,1.0326053850252097,0.28456013007818887,0.16006588182461873
188,0.6466069116528539,0.10117399657368854,0.2158634936362171,-0.35483778815534434,0.9338838846513974
189,1.0203306538707904,0.055478380212099,0.09948392239757017,0.048848939928987284,0.45007888576355937
191,1.1181927231313924,0.12971712146350406,0.08860508893452512,-0.38897527425331174,0.3409938801108637
192,1.118821361070171,0.14929217325794059,0.08932063229965463,-0.5028738579944055,0.3382302652009952
194,1.1191931897194882,0.13115724819344912,0.08879497838561225,-0.38981153635960847,0.3425391478515469
195,1.0110905231644387,0.05616348108898462,0.10196710572663731,0.045867169170614175,0.46070711349629606
196,0.7628891821462364,-0.12825761854650408,-0.1326594456098966,0.08234673821778196,0.2634090263214897
197,0.7877561454968585,-0.08528363133180764,-0.13036536539395682,-0.1775614000767599,0.24097028998814024
199,0.2522874595654571,-0.5559377523789893,0.4129751457133502,0.37067460312054484,0.9977350237537356
200,0.2628130545929305,-0.5650337653890816,0.41278560142633053,0.3634552395664474,0.9999937815191188
201,-0.368238995946404,0.9333536631679393,0.3490830472160302,-0.08389062697651545,0.27507488114183876
202,-0.015876156000202563,-0.1480650929453064,-0.4807174786636221,0.06301981665684933,-0.20590374124643773
203,0.6474674923986049,0.10161234951848226,0.2159763734737022,-0.35532169264226426,0.9345539580028233
204,0.24959029894382498,-0.5643046653365298,0.42759750202401126,0.38523858115731846,1.0118514356215391
205,-0.3699436292238968,-0.5337765842783092,0.8783542985117384,-0.31113217580739816,0.059709159060424934
206,-0.3580344062326483,-0.525437943832795,0.8769499298045641,-0.35937069531736365,0.04670460733169056
207,0.08847367778408989,-0.5126278911762295,0.7532883685650757,-0.29757930073990607,-0.5168418587804501
208,0.33904557875541846,0.18619160168634422,0.16107163567364224,0.3005180515657113,0.12454938772419086
209,-0.06654989937778971,-0.150920353338096,-0.4703451145065503,0.09492740643266409,-0.1498311736666391
210,-0.029431221636000964,-0.1433495810590718,-0.4790223065434856,0.0594583934005787,-0.19489858910952626
211,-0.49464134604975846,-0.15557529631047845,-0.3500103403587403,-0.01188143606189429,0.3923346183443094
212,0.01585592336023746,-0.06611011648158156,-0.47474515062037353,-0.4076094356564348,-0.23529542790460697
213,-0.026416761643786774,-0.14345118964750747,-0.4798619235450084,0.06103544873224125,-0.19866613848406414
214,-0.4926039353429598,-0.15873243944709436,-0.34925992847928866,-0.012485209500302772,0.393102964571269
215,-0.030368151621748964,-0.19212057896206094,-0.4808119992754619,0.26535219332337323,-0.18556227603479222
216,-0.4325477620379331,-0.12703758409004678,-0.35095365778800414,-0.2616446024089029,0.34318962606988546
217,-0.057201975377557716,-0.2252026490033572,-0.4807722107483307,0.4689320016953556,-0.15827180543720792
218,-0.4324283624893875,-0.1271809396967674,-0.3509138030750021,-0.26168599391846187,0.3432451652885814
219,-0.059031933608221544,-0.22505230714784016,-0.48053459106762325,0.4675207065985411,-0.15658619062188256
220,0.053543208128400126,-0.07049982757279293,-0.47990072423373353,-0.45764388635195247,-0.26892635777201734
221,-0.008857530285652298,-0.15726548125540676,-0.4778501785515195,0.06028358451028358,-0.2012543138905842
222,0.05239508014035846,-0.07025052834905555,-0.4795182869801285,-0.4576883556303077,-0.2674391580934841
223,-0.028684944432572825,-0.19046223723269742,-0.48192149702379333,0.265448211028466,-0.18846129928578018
224,-0.14226331900118006,-0.18702361776327525,-0.4420004260220373,0.15239382139572524,-0.02967947417415374
225,0.10635025322591207,-0.22800290459880296,-0.4418446012480362,-0.23299768683145983,-0.1722823569969581
226,0.05080845980224266,-0.5938449660617773,0.768660109945922,-0.01283483847528157,-0.43506247662777486
227,0.08180675250902986,-0.5860747396992624,0.7617086370395181,-0.05147076187159184,-0.4724340301586016
228,-0.42134320171813167,-0.5518225616020784,0.8774287290339665,-0.10929539896008594,0.09549392768644276
229,0.04473726980809664,-0.5854952059122801,0.765914517842943,-0.010314623661866387,-0.43978475239857623
230,0.07481914671728004,-0.5777626831119481,0.7594287933826939,-0.04907879110369864,-0.4755455715416867
231,-0.39019563473783625,-0.5899803614816168,0.8883414807469605,-0.12039128409800327,0.11134429217920176
232,-0.38402725437607504,-0.5183866999186331,0.8726248871317881,-0.30493971903338074,0.04861805721624593
233,0.08913273235347098,-0.5065108003936752,0.7416498265681437,-0.22902175141442385,-0.5479957816254393
234,0.11244979132606213,-0.453721236918682,0.7431480955692118,-0.5494487734912866,-0.5735599232748986
235,-0.37843370547762833,-0.5168640132603497,0.8697291169362904,-0.3044126853937825,0.03937684091074971
236,-0.05424705850131121,-0.2250810765768674,-0.4822739831394533,0.46934551540319663,-0.16346550270635005
237,-0.056676545331370495,-0.22495540077783555,-0.48173166605575024,0.46785032173851215,-0.16072612895977256
238,-0.14696793439731948,-0.17927349151205574,-0.4437606090041597,0.15370492018425938,-0.03127378847353137
239,-0.14732162854864875,-0.1788432393661042,-0.44388246245466634,0.15382972507589396,-0.03144832343516846
240,-0.0539039695686792,-0.22448508807633905,-0.4757261641310047,0.4140533265673838,-0.15086993632493942
241,-0.02739822479268824,-0.19894605595282275,-0.47802209490777336,0.26342640729769984,-0.17979792948818185
242,0.031326321538048235,-0.0875027717190491,-0.46890543357237824,-0.4129334981445171,-0.22741041978555793
243,-0.004075529923749629,-0.16501242370198632,-0.4761293247992669,0.05898331504300072,-0.19979601495210828
244,0.0019425869674496545,-0.1659155679017256,-0.4781522458085201,0.06262404805907605,-0.2089639925137309
245,-0.14275050010353246,-0.18774314412951582,-0.44210200424082413,0.15281377898424148,-0.030475049174552522
246,-0.056483267054244814,-0.1635537711146897,-0.466614010990445,0.09122330571677362,-0.14416943031819673
247,-0.42108080584318286,-0.11782753161269369,-0.3527364756495006,-0.3095964107951448,0.32937001471319055
248,0.6588064098408326,0.39735198277488426,-0.21392532581370735,0.15000630429653777,0.26337542940506536
249,0.5237790393928405,0.37524518521648303,-0.1807102243485843,0.24501429156302998,0.4294678772211981
250,-0.09176164418147606,-0.12052481099582327,-0.4788456241323166,0.10371653482008741,-0.16178293905125898
252,-0.05016231645581375,-0.11299532470312915,-0.4891075924229062,0.07002975705711877,-0.21319494656553248
253,-0.09500991907181511,-0.17298993420412764,-0.49007585752872196,0.42838032684775246,-0.17092044215077545
254,0.03344317939699331,-0.33107546255850945,-0.4449935777381992,0.38271885751616175,-0.10571265812881848
255,0.10612267467020944,-0.22871175028844903,-0.4420781168287017,-0.2325414002306139,-0.17353422132597898
256,0.08044112613389932,-0.2704976022016737,-0.44450251512609806,0.025725601809109006,-0.15007347220226216
257,-0.05650889363656787,-0.2927480553817845,-0.4119134562324416,0.12196370360766895,0.013705966477967763
258,0.044381832697930265,-0.33800669186977433,-0.45307632916435014,0.4373065235895696,-0.12741850682548866
259,0.036611537509593416,-0.3381007498428673,-0.44981966210917657,0.4350639324312857,-0.11529188364107516
260,-0.054542551490872705,-0.2924543341387557,-0.4114101565334004,0.12079780387738581,0.01567677777114856
261,0.14393394581344374,-0.20246581798344804,-0.4473026019311383,-0.37727921059131686,-0.21535444831796147
263,0.058056034777041673,-0.30432175395341954,-0.4463804588765352,0.2315713130221254,-0.1307233606907364
264,0.11871044534567535,-0.19279907043769562,-0.43824460916883307,-0.44451852549433213,-0.1817278687814909
265,0.08394836940732724,-0.27028240050835844,-0.44579365242465246,0.027487818451568252,-0.15523796271675966
266,0.07758705880840659,-0.27009285868522404,-0.4439454881034904,0.024287192748664758,-0.14711863899653377
267,-0.3505419591833597,-0.24877138693145803,-0.31818077250751037,-0.24583161997373235,0.3995678452915811
268,0.07989763444503893,-0.27049903406062015,-0.4446522283465638,0.026038863142862495,-0.15060764306167745
269,0.04413951762616958,-0.2762555423615415,-0.4374470241159033,0.06200616090861965,-0.10962699109611497
270,0.037098571185000206,-0.5850616829358991,0.7682108130265903,-0.013577807408074042,-0.42995103563878695
271,-0.3272241694983885,-0.5393241375752663,0.8819486881925348,-0.4143590684275733,0.04310541165353381
272,0.12006300961238162,-0.5005249992647726,0.7637279464946408,-0.5161526770966173,-0.5158663357330163
273,0.08431751033903706,-0.5780487897497582,0.7566787068120303,-0.04428395429089224,-0.4876479197631708
274,-0.0022326596957492587,-0.608289511070967,0.7440765659587821,0.3766923306000849,-0.45651585185443444
275,-0.36109216579091413,-0.5017457624872513,0.8702650969489081,-0.40154037587676267,0.024161583187747554
276,-0.005343319874387506,-0.6081918603908522,0.7449650746178512,0.37510181292838074,-0.4525792166252191
277,-0.0875309015006472,-0.5621765408886729,0.7788175473621374,0.062090465427882935,-0.3373704993378243
278,0.11061985467157179,-0.4722014265113153,0.743090652827359,-0.43603213354589065,-0.5678291878906596
279,-0.32787769566652336,-0.23387895040617385,-0.3200483405682891,-0.34238874489533416,0.3757933283309641
280,0.07946455330743198,-0.2692033688333642,-0.44491102566224616,0.026111842836796146,-0.15074561507996703
281,-0.056433686332116345,-0.2941857836934078,-0.41179817144213376,0.12217186038699893,0.013248918525353481
282,0.6301547003122183,0.32999939103040377,-0.22616334671153657,0.5625657495985079,0.27327588729308383
283,0.25043645892050115,0.435684960799041,-0.08937381606761094,-0.2185859469327437,0.7906155910502739
284,0.6175885657313376,0.3297080206263947,-0.22046929833783016,0.5596520243906123,0.2938318974956322
285,-0.08475998260856837,-0.12068800723125657,-0.4810192329426593,0.10700677181043583,-0.17102777297842958
286,-0.05439147573370194,-0.11294369178094713,-0.48765063086411164,0.0682827156221013,-0.20729238608000597
287,-0.5194597249721493,-0.12516356994452918,-0.3587107696590287,-0.003037259701575305,0.379691455066273
288,-0.08400566664890022,-0.12093258013072097,-0.481627454856654,0.10738544872796997,-0.1733122273446122
289,0.09058445592561774,-0.2717531919147547,-0.44772849531710995,0.030982629133149624,-0.16443050666462378
290,-0.4788144622997476,-0.17695328486937734,-0.3443517993683412,-0.017155611640487768,0.3995930510907289
291,-0.05148826165540159,-0.17302930852673606,-0.4646468312696929,0.09003427578849725,-0.14287957626955408
292,0.14480692814166254,-0.5100632099783952,0.7548131539043391,-0.4489223749295099,-0.5489153814193355
293,-0.010017380689065646,-0.5819049640104499,0.7522838515634571,0.2097146818428479,-0.4404813875334064
294,0.0037195041484569587,-0.5474631921158617,0.7562787340966433,-0.0006906936603294739,-0.4497542285631852
